text,label
"The wife of a stage producer in London hopes to fix up the American song-and-dance man starring in her husband's latest show with an acquaintance, an American girl who makes her living modeling fashions in society circles. Unfortunately, the couple has already met on their own, with the girl thinking the guy is actually the show producer married to her friend (the fact he's not wearing a wedding ring should have discouraged any misunderstandings!). Wafty Fred Astaire-Ginger Rogers musical is eventually dragged back down to the earth by Dwight Taylor and Allan Scott's idiotic script, which is full of juvenile behavior. Astaire and Rogers don't just 'meet cute'--they meet ridiculously (he's tap-dancing like a madman in the hotel suite above hers and she complains). Audiences of 1935 probably didn't care how these two were going to get together--as long as they did so, and happily. Seen today, the central characters appear to have no motivation to end up in each other's arms: he plies her with flowers (after telling his friend he wants to remain ""fancy free"" in the love department) and she gives him the brush-off. Nothing that a little dancing couldn't cure! This glamorous twosome are as deliberately unreal as are the London and Venice settings, but we watch simply because the leads are Fred and Ginger. It's a fantasy for have-nots...ones who don't mind the dumbed-down plot. The musical moments do break up the monotony of the contrived scenario, yet fail to transcend the surrounding silliness. ** from ****",0
"From the very opening scene you will notice just how hard they tried to mimic the very smart and powerful 'Cruel Intentions', and how flat it landed. You'll also notice what a terrible choice they made by casting Robin Dunne as Valmont... Then in the second scene, you meet the two best things in this movie, Amy Adams and Mimi Rogers as Kathryn and her mother. That is, if you can get past the fact that Kathryn wasn't blonde in the first film... Then the movie goes on, you see the cheap romantic story from miles ago, and you notice Sebastian has already met an Anette in the past, here called Danielle, and a Cecile, here called Cherie... How original is that for a prequel. Then it turns into a low budget 'Wild Things' type of film with lots and lots of oh-my ""twists"". As I mentioned, Robin Dunne was a very bad choice. Not that he is a bad actor, he's good.. He just doesn't have the charisma Ryan did. Amy Adams, who is in my opinion one of the most talented young actresses of our time, once again delivers. But with all the talent in the world, there is no way one could save this trash. As a whole, this ""movie"" feels like a 'Beverly Hills, 90210' episode. The score has been stolen from 'Cruel Intentions' and 'Jawbreaker'... Yes, they used the score from JAWBREAKER... Couldn't they at least leave that one alone?! You'll want to pass this one. If you want more Cruel Intentions, watch Stephen Frears' Dangerous Liaisons.",0
"I think i watched this movie, but don't quote me, as i may have fallen asleep during watching it as it didn't exactly ""grip my excitement and imagination."" At least i know i watched enough of it to know i won't be watching it again soon. Or ever.<br /><br />Jeez, talk about lame... Really lame. Totally lame. It wouldn't even appeal to a six year old. It basically had NO worthwhile dramatic impact. Zilch. Nada. Just shlock turned into dreck. Comedy? That was supposed to be comedy? Ya coulda fooled me-ee-ee...!<br /><br />Now, if the aliens had been insatiably carnivorous like in the movie ""Critters"", we could have had the human characters do something a little more profound than be overly smugly cutesy... like yelling and screaming and running for their lives so they wouldn't be eaten so the story could be something more exciting than watching paint dry.<br /><br />Don't bother watching this. It's not worth the effort. You can find something more interesting to do. Like watching paint dry. Or falling asleep.",0
This should not have been listed as a Colombo because in my opinion it does not resemble any of the other Colombo ever made. This should have been listed as a movie starring Peter Falk and not playing the caracter of Colombo because it does not do justice at all to our great lieutenant Colombo.,0
"Someone(or, something thing..)is leaving puncture marks on the jugular and draining victims of their blood till dead. Police detective Karl Brettschneider(Melvyn Douglas, before slipping out of the B-movie horror genre for greater heights)is stumped at who..or what..is behind these notorious crimes. The village is overcome by hysteria and Karl depends on his trusted medical genius, Dr. Otto von Niemann(Lionel Atwill, in yet another effective mad scientist role)to provide some feedback as to what might be causing the deaths of innocents. He also fears for the safety of his beloved Ruth(the lovely Fay Wray who stars for the third time with Atwill after ""Doctor X"" & ""The Mystery of the Wax Museum"")who is Niemann's assistant.<br /><br />Dwight Frye steals the film as a rather loony village idiot who collects bats and carries a demented demeanor wherever he goes..it's easy to see why he becomes a suspect as local paranoia is at a fever pitch. Maude Eburne provides the film's humor as a very naive(..and easily influenced)patient of von Niemann's who believes she has ailments she reads about in books near the laboratory where he works. She's impressionable and often von Niemann just humors her and constant fictional illnesses she feels plagued with. Lionel Belmore returns as yet another frightened, superstitious Bürgermeister.<br /><br />Creaky, static, but rather entertaining nonetheless thanks to the cast. The film is obviously as low-budget as they come, but this doesn't hurt the film too much since it's put together rather well by director Frank R Strayer and his crew. I'm certain the film's print has seen better days, though. This is the kind of B-horror item you'd find packaged in with 50 other random cheesefests and poverty row programmers. The film's villain..and his motives for feeding a synthetically made biological creature..certainly provides a different take on the Frankenstein formula. Many might be disappointed with the end results as the film strays away from being an actual supernatural tale about a real vampire killer causing the murders.",1
"I first saw this film as a young boy and recently purchased it on DVD.<br /><br />James Stewart brings great depth to the role of Chip Hardesty, a hardworking and dedicated FBI agent. His life in the Bureau is intercut with his family life, which is not all rosy. His wife (an excellent portrayal by Vera Miles) lives in fear of the dangerous nature of his job, and they even separate for a time; Chip's best friend and fellow agent Sam Crandall (Murray Hamilton) is killed in a gunfight; Chip's son, Mike, enlists in the Marines during World War II. Through it all, the family carries on with bravery and dignity.<br /><br />The action sequences are quite exciting and the semi-documentary style of the film works effectively. And the music by Max Steiner says it all; fidelity, bravery and integrity.<br /><br />This country owes a great debt of gratitude to the men and women of the FBI and, yes, to J. Edgar Hoover as well. If Mr. Hoover's type of vigilance had been observed, we might have been spared 9/11, the surge in crimes against children and many of the venal politicians we've had to put up with since his passing.",1
"The first of two films by Johnny To, this film won many awards, but none so prestigious as a Cannes Golden Palm nomination.<br /><br />The Triad elects their leader, but it is far from democratic with the behind the scenes machinations.<br /><br />Tony Leung Ka Fai (Zhou Yu's Train, Ashes of Time Redux) is Big D, who plans to take the baton no matter what it takes, even if it means a war. Well, war is not going to happen as that is bad for business. Big D will change his tune or...<br /><br />Good performances by Simon Yam, Louis Koo and Ka Tung Lam (Infernal Affairs I & III), along with Tony Leung Ka Fai.<br /><br />Whether Masons, made men in the Mafia, or members of the Wo Sing Society, the ceremonies are the same; fascinating to watch.<br /><br />To be continued...",1
"I enjoyed this show for two reasons 1. Richard Dean Anderson 2. Amanda Tapping. These two performers carried the show with able support from the regulars and recurring actors. The replacement of RDA in seasons 9-10 was enough to take the heart out of the show.<br /><br />The chemistry between all the main characters is just tremendous. You get the feeling that the actors like to pal around after the camera stops rolling. This relationship carries over into the program we get to see.<br /><br />RDA gives his 'O'Neill' character believable personality. He never knows when to give the wiseass in him a rest. You watch the others roll their eyes in dismay at some of his utterances. Still, they know that he is the man to have around when the situation is perilous.<br /><br />There is a lot going on between 'Carter' and 'O'Neill' under the surface. They manage to keep the lid on, but often just barely. The episode 'Solitudes' in season 1 had some of the best drama ever seen on television. The love between the two made the prospect of dying bearable because they faced it together.<br /><br />'Carter' and 'Jackson' often have to smooth over some of the turbulence created by 'O'Neill'. Yet 'O'Neill's' tactical instincts always seem sound. He understands what to do without having to think about the matter. The team has several times been placed in jeopardy by the others not listening to his orders.<br /><br />The quality declined markedly in seasons 9 and 10. The original story arc was mostly used up and the new villains never really caught my interest. Ben Browder was far inferior to RDA in carrying the show. He had his rare moments with Claudia Black, but that was all. Amanda Tapping was phoning in her performances these two seasons. You could see her greatly changed appearance after having a baby. She was probably thinking more about the child than the show.<br /><br />The spin-off 'Stargate Atlantis' has a few moments, but is mostly a weaker effort. The major characters lack the chemistry of the cast of the original. The villains (Wraiths) are so improbable as to be ludicrous. Maybe Amanda Tapping can breathe some life into the program or it won't last beyond the fourth season.<br /><br />There has always been a problem for me in the special effects for the show. To have spaceships shaped as pyramids is a design monstrosity seldom equaled in Sci-Fi. The use of torches for illumination in these ships is just as bad. The campy use of decor from ancient Egypt concealing ultra-modern technology is just as hard to accept.<br /><br />I wondered about some of the continuity on the show too. In the season 2 opener, 'Daniel Jackson' is shot up and his uniform has a gaping hole where he was wounded. He crawls into a sarcophagus and it heals his body and restores his uniform like it just came off the rack in the wardrobe closet. The episode 'Hathor' has a sarcophagus fall into the hands of the SGC, yet it is never mentioned again. This device could have been used in several later episodes on 'Daniel', 'O'Neill', and 'Dr. Frasier'.",1
"In 2054 Paris, Avalon, a computer generated system, controls the city and when a young woman is kidnapped, detective Karas (Craig) must go against Avalon to find her.<br /><br />Renaissance is a splendid blend of film making mixed with a conceptual futuristic narrative that lights up the screen in a shocking manor with a noir themed ideology and conceptual montages that should delight many.<br /><br />Pixar are the animation masters. Their numerous Oscar winning films are endless from the charming Toy Story to the mystifying Wall-E and so any company or director has a real challenge to knock them of their perch. Renaissance isn't a film aimed for the young audience though, and like 2007's Persepolis, brings a strong and mature approach to the genre of animation to make an older and more challenging film to its targeted older generation.<br /><br />In 2005 Robert Rodriguez released a shockingly brilliant noir Sin City that shook up the whole usage of green screen with a splendid balance of filming in black and white with the odd spurts of colour and a year later, Christian Volckman took up a similar approach with this equally visually masterful stroke of film making.<br /><br />Volckman's picture however is a full on animation but it doesn't half look realistic for the majority of it's strong 1 hour and 40 minutes of running time. The faces of the character's are well portrayed and in particular, this film has got to be the finest ever for the usage of shadow. The fact we never know if its night or day is irrelevant when simply gazing into the stony faces as the shadows blend across their expressions. It is almost a clever use of pathetic fallacy, and is finely directed also.<br /><br />For anyone who has seen Persepolis you will have come to the conclusion it is one of the finest directed animations ever screened for the simple but highly conceptual artistic style by Marjane Satrapi<br /><br />Renaissance is equally on terms with that picture and in many instances rivals it with stronger graphics and a darker tone to reflect the mood. One scene in particular when Karas appears out of darkness is beautifully shot.<br /><br />The narrative revolves around a stubborn and nosey political government who keeps tabs on every citizen. The running of Paris is down to the mysterious Avalon which we don't see nearly enough to get an essence of its true dominance. Renaissance is controlling the narrative around a tired cop's attempts to rescue the mysterious woman, and then we see Craig's tired and boring cop attempt a rescue whilst battling with other elements. There are many things wrong with the scripting, not to mention the tired exasperated cop routine is now old, but there is plenty of dashing adrenaline and springy banter between characters to keep it alive right till a wonderfully shot shocking last couple of stages.",1
"I attended one of the premieres last night and have the following observations: <br /><br />1. Just because you've directed a ton of music videos DOES NOT make you qualified to make movies. The movie had an overabundance of lingering shots that made no sense, horrible angles, and terrible lighting. The editing didn't help this mess at all. When ""Dixie"" shows up late for the memorial service her mother remarks about her hand but it's never clear what the heck she's talking about.<br /><br />2. The plot had promise, but the script was thin and full of Ford Truck sized holes. We never get to understand what drives the characters, what's really behind the conflicts they all have with each other or exactly how they resolve them. Sixteen years of distance is wiped out in 4 days seemingly by magic. The deep conversations were marred by stupid clichés. (In fact, the whole town was one big cliché of southern life.) Half the audience groaned when Toby drawled ""Ya got my blood runnin through your veins gurl""...and we were treated to that insipid line not once, but TWICE! The revelations were yawn inducing, and the dramatic confessions boiled down to ""I was stupid and stubborn"".<br /><br />3. The acting was okay considering the wreck of a script they had to work with. Toby was dark and brooding most of the film, but when he smiled and lightened up he was charming. It's a shame he didn't have more screen time like that. Kelly Preston's acting chops are pretty rusty and it shows. Lindsay Haun is talented and it's certainly not her fault the writers made her character so unlikeable in the beginning that you don't blame her father for not coming to look for her. Burt Reynolds and Tess Harper were able to make more of this movie but still looked more or less lost. (And indeed, their characters get lost in this film!) <br /><br />4. If you're a Toby fan you'll love the songs. But often the movie felt like a scene was forced in just so they could feature one of his songs--or the artists on his record label. For instance, the movie's official love song is ""Crash Here Tonight"". You'd think that would play around a tender love scene, but nope...we hear about 45 seconds of it as he's heading to a memorial service. It was as if they said ""well, we gotta use this song somewhere"". The song ""Broken"" is haunting and the best thing to come out of this movie.<br /><br />In summary...a promising plot never fully develops and the movie is horribly uneven as it forceably tries to be a vehicle for Toby Keith's music and product placement for Ford Trucks. It goes from being about people rebuilding broken bridges to trying to be about the power of music but the story is told so poorly that both points get lost in this overgrown music video. I like Toby and really wanted to like ""Broken Bridges"" but the people he counted on to make this movie let him down and deserve one of his famous boots you know where.",0
"I have a 5 minute rule (sometimes I'll leave leway for 10). If a movie is not good in the first 5 or 10 minutes it's probably not going to ever get better. I have yet to experience any movie that has proved to contest this theory. Dan in Real Life is definitely no exception. I was watching this turkey and thought; wow, this is not funny, not touching, not sad, and I don't like any of the characters at all.<br /><br />The story of an advice columnist/widower raising three young daughters, who falls in love with his brothers girlfriend. I suppose the tagline would be ""advice columnist who could USE advice""? I don't know. Dans character in no way struck me as someone qualified to give advice. I guess THAT'S the irony? I don't know. He goes to see his parents, brothers, sisters and their kids at some sort of anual family retreat, which seems very sweet, and potential fodder for good comedy, story lines...none which ever emerge. The central story is basically how he loves this woman, but can't have her. Anyone with a pulse will realise that eventually he WILL get her, but you have to suffer through painfully unfunny, trite, lifetime movie network dialogue ""murderer of love"" to get to the inevitable happy ending.<br /><br />This is truly one of the worst movies I've ever seen.",0
"i saw the film and i got screwed, because the film was foolish and boring. i thought ram gopal varma will justify his work but unfortunately he failed and the whole film got spoiled and they spoiled ""sholay"". the cast and crew was bad. the whole theater slept while watching the movie some people ran away in the middle. amithab bachan's acting is poor, i thought this movie will be greatest hit of the year but this film will be the greatest flop of the year,sure. nobody did justice to their work, including Ajay devagan. this film don't deserve any audiences. i bet that this film will flop. <br /><br />""FINALLY THIS MOVIE SUCKS""",0
"This movie is so bad that I cannot even begin to describe it. What in the blazing pit is wrong with the writers, producers and director? How on earth did they get funding for this abomination? The plot is laughable, the acting is poor at best, the story... What story? The first fight in this movie is OK but then it keeps repeating itself until you want to turn it off.<br /><br />I guess I'm the biggest looser for not turning this stupid movie off after the first minute.<br /><br />*** SPOLER ALERT ***<br /><br />I only saw this movie because Scott Adkins was in it... and he is in it... for 30 seconds...<br /><br />I give it 1 out of 10 because it's the lowest grade IMDb has to offer.<br /><br />Do yourself a favour: See an Uwe Boll movie instead... twice... it's more worthy of your time.",0
"I viewed this movie in DVD format. My copy may have been affected but I was disappointed with the lack of menu screen for the DVD. I will say that my initial reason for viewing this movie was Claire Forlani. While fun to watch, I feel she didn't live up to my expectations that I have so far found from her other films. I actually was equally pleased to see Arkin turn in a humorous performance. The other two actors I wasn't very familiar with so I can't compare their performance, however they were fairly enjoyable also. The acting is the only endearing quality of this movie in my opinion. The story line, while some could say slightly compelling, lacked direction. I feel that the main problem stems from the script and not the direction of this film. If you enjoy any of these actors to a fair extent then I recommend this film, but otherwise leave it alone.",0
"These kind of movies where a psycho of one variety or another tries to damage the reputation (and eventually eliminate altogether) some naive person in order to take over their life. Fatal Attraction, Pacific Heights, The Hand that Rocks the Cradle, Single White Female, and a thousand made-for-TV movies are some examples of this. But while a few, especially Fatal Attraction and Pacific Heights could offer at least some extremely paranoid, suspenseful characters or a few plot twists, Unlawful Entry plays everything by the book. And were it not for the notoriety of its stars (Kurt Russel, Ray Liota, and Madeline Stowe), this movie would sink to mediocrity faster than a Danielle Steele miniseries.<br /><br />Russel plays Michael Carr, an incessantly naive guy who calls on the help of a pair of officers when someone breaks into his house and tries to attack his wife (Madeline Stowe). Unfortunately, he quietly vents his anger about feeling so helpless in the situation to the wrong cop (Ray Liotta), a typically psychopathic villain with no limits for his power. At first empathizing with Carr (probably only pretending to do so), the cop befriends the couple. But soon enough, the cops wants Carr out of the way so, destroying the guys life nearly any way he can (which is pretty easy when you're a cop, and when you're the cop who has installed the guy's security system in his house) in order to take over and presumably, get his wife. It seems less ends-oriented, and more like the cop just wants to prove his power. The wife is more like a trophy, in other words, than an end. And the story plays out entirely by the book, you can probably predict every occurrence before it happens on the screen if you've seen enough of these movies. From the ""shocking"" moment our main, naive character realizes he is a victim of credit card fraud (perpetrated by the psychopathic villain) to the turn-around-he's-not-really-dead finale.",0
"'Shock Corridor (1963)' was my first film from Samuel Fuller, and there I was impressed with the director's astute blending of B-movie and big-budget aesthetics, even if the story itself was pure schlock. 'Pickup on South Street (1953)' was released a decade earlier in Fuller's career, obviously produced on a larger budget from a big-name studio, Twentieth Century-Fox. Nevertheless, the visuals are still notable in that there's a somewhat raw, naturalistic element to the photography, not unlike Dassin's 'The Night and the City (1950)' and Kazan's 'Panic in the Streets (1950)' {the latter was also shot by cinematographer Joe McDonald}. In some scenes, Fuller shoves the camera so close to his actors' faces that they're out of focus, bluntly registering the intimate thoughts, emotions and brief inflections that are communicated through that most revealing of facial features, the eye. Though (unexpectedly) prone to melodrama, and with just a hint of anti-Communist propaganda, 'Pickup on South Street' is a strong film noir that succeeds most outstandingly in its evocation of setting  the underground of New York City.<br /><br />When just-out-of-prison pickpocket Skip McCoy (Richard Widmark) snags the purse of a woman on the subway (Jean Peters), he pockets more than he'd originally bargained for. The woman, Candy, and her cowardly ex-boyfriend Joey (Richard Kiley) had been smuggling top-secret information to the Communists, and McKoy has unexpectedly retrieved an important roll of micro-film. Will he turn in the MacGuffin to the proper authorities, or sell it to the highest bidder? If 'Pickup on South Street' has a flaw, it's that the story seems designed solely to bolster an anti-Communist agenda, reeking of propaganda like nothing since WWII {Dwight Taylor, who supplied the story, also notably wrote 'The Thin Man Goes Home (1944),' the only propagandistic movie of the series}. For no apparent reason, every identifiable character  even the smugly self-serving Skip McCoy  eventually becomes a self-sacrificing patriot, the transformation predictable from the outset. In traditional film noir, the unapologetic criminal always gets his comeuppance, the rational punishment for his sins, but apparently not when they've served their country; patriotism wipes the slate clean.<br /><br />Richard Widmark, an actor who I'm really beginning to like, plays the haughty pickpocket with composure, though always with that hint of ill-ease that suggests he's biting off more than he can chew. The opening scene on the train is the film's finest, as McCoy breathlessly and silently fishes around in his victim's hand bag, recalling Bresson's 'Pickpocket (1959).' Thelma Ritter is terrific as a tired street-woman who'll peddle information to anybody willing to pay for it (though, of course, she draws the line at Commies). Jean Peters is well-cast as the trashy dame passing information to the other side, playing the role almost completely devoid of glamour; Fuller reportedly cast the actress on the observation that she had the slightly bow-legged strut of a prostitute. Nevertheless, Peters must suffer a contrived love affair with Widmark that really brings down the film's attempts at realism. Fascinatingly, upon its release, 'Pickup on South Street' was promptly condemned as Communist propaganda by the FBI, and the Communist Party condemned it for being the exact opposite. Go figure.",1
"The first review I saw of Page 3 said ""what is madhur bhandarkar finally wants to say?"". Should he say something so decisive.<br /><br />The most beautiful thing about Page 3 is it doesn't take sides. No propaganda whatsoever. This is the film that captures so many angles of an issue(I don't know what do I call as an ""issue"" here) and yet like any mediocre movie doesn't come up with an solution. I was so intrigued when I realized that the movie ended almost in the same scenario just like it started.<br /><br />The movie defines so many characters who are completely with completely different priorities and different ideologies and yet they are all a part of the system which is all the more apathetic. I wish i can say more but there would be more spoilers ahead. So watch Page 3 if you wanna see one of the most mature films of the recent times.",1
"Misty Ayers had a smoking body, and that's all this movie was about. Pure exploitation flick. I started playing a game with myself, counting the number of times they looped the stock orchestral music. And of course the music is completely unrelated to the scenes. Case in point: casually walking into a room and saying ""Hello"" was scored with chase music from a roman epic. I'd like to know why this film sat on the shelf for 11 years before being released. What I learned from this movie: that women's low-rise panties existed in 1954. I'm talking Sigourney Weaver in the original Alien movie panties. At least 20 of the first 30 minutes is Misty leisurely taking off and putting on her clothing (except for bra and panties, sadly). Also includes horrendous dubbing, leading to a ""Look out! Godzirra!"" effect.",0
"This movie has a slew of great adult stars but fails to get you interested in a way an adult film should. Among all the stars you couldn't get your kicks from any of the scenes. The movie is shot in a dream like middle age set which is embarrassingly cheesy. The acting is worse than Keanu Reeves, the sex scenes are as exciting as listening to your neighbor talk about their kid in college, and the dialogue is the worse I have seen in a movie. The plot also was worse by ten fold. I'd stick to the amateur route. The audio commentary was useless since it's a skin flick but even then that was bad too. Unless your a diehard Jenna Jameson fan there is little here. 4/10",0
"Sure it takes place in the west, but the title makes it seem like it is a conventional western. Instead, it is a movie of a woman sheriff. Make no mistake though this is a bad movie about a woman sheriff. She becomes sheriff when her husband is gunned down; she is only a tad bit upset by this. Her main goal is to go after the villain who is also a woman, but the villain hires a guy to kill her. So this is what happens, the hero falls in love with the killer and vice versa. Utterly stupid, as anyone killed in this movie has the new sheriff to thank. She had more than a few chances to put the killer behind bars, but I guess because she liked him she wouldn't do it. The killer is also after the mayor of the town for personal reasons that are also rather dumb. This movie is very boring and not really worth watching...it is not one of the better episodes of MST3000 they made. I can not imagine anyone seeing this without them because that would make it that much more painful. Corman is a low budget director, but even he should know better than to have people go into one place and coming out another.",0
"Another Channel 4 great canned long before it's time. Compelling acting from Phil Davis and the rest of the cast. Sexy, intelligent and funny. I remember watching it at the time and even then, asking around, no-one had really heard of it. But trying to find someone now who can recall it is even harder. Perhaps Channel 4 don't do their job well enough in drumming up the enthusiasm needed. Either that or the general public is too interested in the TV vomit that is Big Brother. I suspect the latter. Downloading of Garth Merengie's Dark Place prompted Channel 4 to release a DVD of that series. Let's hope the same can happen with North Square.",1
"Dahmer, a young confused man. Dahmer, a confusing movie. Granted, I had a few beers while watching the movie, but that doesn't explain why I got so bored by this flick.<br /><br />Its flashbacks are nothing but confusing and annoying, and there's no real storyline with a beginning and an end, the only thing that made sense in the movie was the explaining text in the beginning and at the very end of the movie. The inbetween stuff, which would be the movie, is just boring images and a waste of time. <br /><br />We never see actual murders, everything is just a bunch of insinuations. Sometimes you even just get a feeling that Dahmer's dreaming the entire thing, but you know he isn't, since it's<br /><br />based on a true story and this actually happened, at least most of it. But what happened? It's not easy to tell.<br /><br />I do not encourage people to waste time on this movie. I<br /><br />didn't like it one bit and I felt cheated when it suddenly ended. <br /><br />*/*****",0
"I always follow the Dakar, so when my husband bought Charlie's 'Race to Dakar' DVD home I couldn't wait to watch it! Of course we'd seen the broadcast of the race when the actual race was on, but that never gives the background and specific teams.<br /><br />If you watched Long Way Round then you won't be surprised by the language which frankly I find more amusing than offensive.<br /><br />I think the only thing that annoyed me about the DVD was Charlie's hair, but he had it styled before Dakar so my feminine need for neatness was assuaged; tho' I could have lived without the 'flame' undies lol As with LWR, the preparation was every bit as interesting as the race itself. I nearly cried when Charlie broke his hand, and winced at every bruise he sustained while training....and of course the death of Andy Caldicott...that was an appalling tragedy, but then every year there's something.<br /><br />Russ drives me nuts, although his attitude has improved a thousand times from the argumentative cynic he was in LWR. It's great to see him get along so well now with Charlie.<br /><br />What I learned from this odyssey was - 1. never let Scorpion prepare your vehicle for ANYTHING! - they had months to prepare the X5, and still the day before the team left for Lisbon, Scorpion had only done half of things that needed to be done, and the vehicle was a pain throughout the whole race; 2. the Dakar organizers need to put a lot more work into their rider/driver retrieval plan - leaving Matt (and presumably a large number of other riders/drivers out to dry the way they did was nothing short of culpable negligence; 3. Charlie has an endearing enthusiasm for 'rough and tough' adventure but needs to toughen up a lot to really perform as he'd like; and finally, 4. Charlie and Ewan are planning another of these epos called the Long Way Down in 2007, and I can't wait to get my hands on it! :D If you love bikes and/or genuinely nice blokes 'having a go', you have to watch this, I guarantee you love it. It's very entertaining.<br /><br />In conclusion, to Simon Pavey - you sir are a hero, I was so impressed by the your 'quiet achiever' manner and the fact that you actually finished.....just incredible considering what an monumentally difficult race it is. And to Charlie, Matt and the rest of the team - full marks for pulling it off. To think that a relatively green team could have achieved so much is truly admirable. You're all wonderful.",1
"<br /><br />As with the other episodes in this made-for-TV series expanding on the many adventures of the sea legend, Horatio Hornblower's super human infallibility ruins all chance for suspense.<br /><br />As little Wesley Crusher ruined many seasons of THE NEXT GENERATION, Horatio Hornblower invincibly saves every situation. Each and every clever solution inevitably comes only from the lips of Horatio Hornblower. Immeasurably superior, Hornblower's main trouble in this movie series seems to be tolerating the many error ridden characters above and below him in the chain of command. A perfect being makes for dull story telling. So superior is our hero, that even those who attempt to help him are powerless to do something correctly unless Hornblower is there to direct and control their every move.<br /><br />What is the sense in telling a story about any person who cannot do wrong and will repeatedly win at everything every single time? What is the point of watching such a story?",0
"Some spoilers If you are a big horror movie fan, then you will know that Halloween paved the way for many slasher films. Often imitated, never duplicated, this movie is a true horror classic and is definitely one of the scariest movies ever made, if not THE scariest.<br /><br />I actually saw this movie after seeing the rest of the series (don't ask me why). I honestly saw the other 7 movies before seeing this one, that's just how it worked out. But I would have to say this one blows all the others away. It is genuinely frightening, and seeing Michael pop out from behind a bush or walk around in the dark sends a chill down your spine. My favorite part of the movie was when Michael stabs a guy, and leans his head to one side. It is one of the eeriest images in movie history.<br /><br />Later slashers, such as the Friday the 13th films, were more fun and less intense than this movie. I do like the F13 series better than the Halloween series, but this movie alone is better than all the F13 movies. Michael Myers is such a scary villain because he is realistic, you could imagine a crazed guy like him going around killing people. I admit this movie gave me nightmares after watching it for a few nights.<br /><br />What's great about this movie is that it doesn't rely on gore or humor to entertain the audience. It is just pure terror. It's too bad the later films of the series swayed from this one, because this is as good of an example of a spectacular slasher movie as they come.",1
"If John Thaw had never played ""Morse"", ""Kavanagh"", or starred in ""The Sweeney"" and other productions, he'd be remembered for this wonderfully unforgettable performance in ""Goodnight Mr Tom"".<br /><br />Superbly supported by an equally tremendous performance by his co-star (young Nick Robinson in his first role), and an unobtrusive cast, this adaptation of Michelle Magorian's charming novel is a fitting memorial to his art.<br /><br />When I read this story of an old widowed Norfolk countryman having to accommodate a young boy from London before and during the Blitz, I found a rather obvious time-line error in it, and credit must go to the makers of this film for rectifying this error. They also must be applauded for not over-sentimentalising the tale, and preventing what could have been turned, quite easily, into a mushy mess.<br /><br />If you keep a CD or video library then this feel-good made for TV movie is an absolute must inclusion.",1
"Teenager Eddie spends his life being bullied and humiliated due to his obsession with heavy metal music. One day he finds out his hero Sammi Curr has died, supposedly burned by the establishment which wanted to put a stop to his music. But Eddie has his last record, never released, and when he plays it he starts receiving messages telling him how to deal with his tormentors. Before long Sammi has revealed he intends to return to life at the local Halloween party to exact revenge on the town which once mocked him.<br /><br />Filled with humour and in-jokes, this is a highly entertaining film. Sammi himself is an original horror movie villain, plays on the 'evils of rock music' obsessions of the 80's. Well worth watching.",1
"This movie had me going. The title was perhaps the greatest idea that I heard. I thought it was an independent movie about a zombie outbreak and their quest to take over the US and a group of lone survivors, band together, and plan to take out the zombies. DEAD WRONG! It's about a psycho cop with a weakness for killing his female arrests gets what's coming to him when a pack of zombie women rise from their graves in order to get proper revenge. As you can see there is nothing about the nation nor a county involved. Where to begin with the severity this cinematic disaster caused our nation.<br /><br />First off, the zombie women look like Victoria Secret models with dark eyeliner and a pale face. What are zombies but mindless, debatable intelligent, cannibalistic killing machines that eat as a result of their primitive most basic needs? These zombie women walk like streetwalkers and runway models, they talk as if they are in a poor film noir movie and not do they act like real zombies. Sure the eating and killing is there, but where is the mindlessness and the horrible disfigurement? Although it is a very interesting concept and perhaps a great satire on the zombie genre, it makes fun of that genre and asks the question, ""why can't zombies be beautiful vixen killing machines?"" I would say that this movie would be considered a really bad indie movie that was produced and made by garage junkies. I would not recommend this movie to anybody that loves zombie genres too much, it's an insult and as for scarynot even.",0
"This movie was excellent. A sad truth to how culture tends to clash with the sexes. This is just one big warm fuzzy type of movie. You have the master who is steeped in tradition and kind hearted in his own way, Doggie despite being a girl thing to win his affections and you top it off with one cute monkey with a thousand facial expressions. This equals on big happy movie in the end. This movie does a good job at showing how steeped in tradition one can be, so steeped that they are willing to die without sharing their secrets. You see sides to a culture never seen before which helps enhance the drama that unfolds near the end of the picture. The cinema-photography is excellent, in particular the opening parade sequence with all the sparkers. Bound to be in Oscar contention for best foreign film.",1
"I couldn't wait to see this movie. About half way through the movie, I couldn't wait for it to end. All of the (white) actors were delivering their lines like Woody Allen had just said, ""Say it like this..."" Then they said their lines on screen like they were trying to imitate Woody Allen. It was so annoying. We all know how Will Ferrell really talks, and he doesn't stumble over his words like Mr. Allen. The comedy portion of this film was just as boring as the tragedy and definitely never funny or even entertaining. I must admit that I have never been a major Woody Allen fan, and this movie definitely has not converted me. I think that his writing was just as bad as his direction. This movie will go down as one of the worst 10 movies I have ever seen.",0
"Interesting idea and storyline which didn't quite work.<br /><br />When you see the film, maybe you will feel as dissatisfied with the ending as I did. I didn't really know who to root for in the movie, Taye Diggs looked bored as the detective, the rest of the characters seem so one-dimensional and unpleasant.<br /><br />If the victim Alicia(Mia Kirschner) had been more of a nice girl, we might actually have enjoyed seeing the plot unfold and the perpetrator brought to justice. The problem was that she was as bitchy as the other girls, turning from sweet girl to conniving opportunistic cokehead. I can't understand the moral message of this film, and as a detective story and thriller it doesn't work.",0
